id,study_group,new_group,sex,age,race,educ,ethnic,Video,Position,Rating,ReactionTime,SelectionTime,Video_sex,Video_race,conte_mean_all,conte_mean_short
fcad99f8,4,2,2,26,1,18,2,Video_1080,44,90,23906,44161,0,0,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_1082,41,120,11077,36328,1,1,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_1085,14,90,6104,12498,0,2,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_007,4,60,3480,9499,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_025,5,300,4372,28997,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_027_,21,90,233,46327,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_028,13,180,4868,18664,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_030,58,180,29710,43328,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_034,3,210,7531,29996,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_044,43,240,16324,70824,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_048,30,300,8914,64492,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_049,17,240,7956,40662,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_051,51,210,25095,69991,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2001,20,90,4111,11998,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2002,23,360,3813,27496,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2004,6,210,6816,33162,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2006,19,-90,22705,36828,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2008,46,270,27102,61492,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2009,36,240,17135,45495,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2010,42,240,46816,68824,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2013,40,270,9541,45494,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2015,34,90,33696,44495,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2016,45,180,22362,43994,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2017,22,-30,9200,16831,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2018,24,330,4162,24330,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2019,37,-120,16634,30996,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2020,57,240,5600,21331,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2021,63,60,10624,21164,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2022,12,30,10319,29163,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2023,25,300,3965,26497,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2024,10,60,12274,16332,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2025,60,30,6200,14665,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2026,1,90,21974,51493,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2029,32,30,27576,31663,,,3.625,4.166666667
fcad99f8,4,2,2,26,1,18,2,Video_Fractal_2030,49,120,6038,17498,,,3.625,4.166666667
a99d779e,3,2,1,25,2,16,2,Video_1002,31,60,9629,29663,1,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1003,57,90,24576,43827,1,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1005,41,150,9000,67491,0,0,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1010,60,0,13722,24997,1,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1011,55,60,13039,51327,0,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1015,54,120,7859,36996,0,0,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1019,11,180,6518,30829,0,2,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1021,6,120,6294,58826,1,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1023,36,90,8706,21330,0,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1026,1,120,29125,84989,0,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1029,14,150,11759,34329,1,0,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1031,37,30,11583,24164,0,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1032,2,180,19826,61492,0,0,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1033,10,150,6733,35662,0,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1038,3,150,6478,30163,0,0,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1043,35,0,4424,19497,1,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1045,38,60,6723,26496,0,0,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1046,61,60,6609,44827,1,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1047,39,180,4820,32329,1,0,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1052,26,0,36687,60659,1,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1053,21,120,14116,43494,1,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1060,48,120,12204,32330,1,0,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1068,64,60,7642,31496,0,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1069,59,30,14822,70157,0,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1073,53,120,4274,44494,1,0,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1074,22,120,3999,25663,1,0,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1076,50,0,17400,33663,1,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1078,34,60,53001,76990,1,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1079,8,120,8177,21664,1,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1080,46,120,12921,42827,0,0,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1082,13,90,9974,37829,1,1,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_1085,43,90,8160,29662,0,2,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_007,56,60,20322,30163,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_025,5,180,3595,38495,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_027_,7,150,4529,23831,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_028,19,90,4187,18831,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_030,52,90,5616,33663,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_034,15,120,4488,27330,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_044,32,60,19214,48827,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_048,20,120,4063,24164,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_049,42,150,68184,89822,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_051,29,0,20311,44994,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2001,58,30,17903,30330,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2002,27,0,23660,39495,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2004,40,120,42946,104487,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2006,33,180,13351,42661,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2008,16,180,11982,42828,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2009,23,120,11657,29163,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2010,24,90,9387,35162,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2013,44,0,9343,36495,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2015,62,30,12626,26663,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2016,28,30,6245,40661,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2017,51,150,7442,23664,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2018,17,60,6865,48827,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2019,63,60,8175,42828,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2020,9,180,7983,32163,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2021,47,60,137251,175810,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2022,4,180,6862,40995,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2023,18,150,3636,26330,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2024,25,60,7913,30829,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2025,30,150,3261,31329,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2026,49,60,21639,55993,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2029,45,90,6101,26330,,,3.75,3.833333333
a99d779e,3,2,1,25,2,16,2,Video_Fractal_2030,12,120,9501,27163,,,3.75,3.833333333
47c4dbc8,3,2,2,29,2,16,2,Video_1002,35,120,3196,9499,1,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1003,19,-90,4806,12665,1,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1005,53,420,3374,31329,0,0,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1010,7,-300,4086,20498,1,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1011,27,-180,6320,25330,0,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1015,11,420,2844,27496,0,0,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1019,3,120,8701,31662,0,2,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1021,15,-120,4521,12665,1,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1023,17,420,2906,27163,0,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1026,5,-120,6500,16664,0,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1029,6,240,5180,20497,1,0,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1031,56,0,6343,47661,0,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1032,43,-420,3728,27330,0,0,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1033,20,-120,4517,16331,0,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1038,46,-420,10367,37495,0,0,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1043,32,180,4948,15831,1,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1045,61,-270,4464,17498,0,0,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1046,36,120,4158,11332,1,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1047,8,420,3180,29663,1,0,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1052,18,-90,6776,16165,1,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1053,59,270,2929,17331,1,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1060,55,420,5653,29496,1,0,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1068,13,180,7356,19164,0,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1069,52,300,6358,26164,0,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1073,64,-330,5699,28329,1,0,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1074,47,90,11706,22664,1,0,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1076,44,-300,6173,24997,1,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1078,54,420,4919,31996,1,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1079,62,-180,11230,24497,1,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1080,38,420,2879,25664,0,0,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1082,48,-420,3916,32329,1,1,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_1085,34,90,6054,11332,0,2,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_007,41,-90,3603,9832,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_025,10,240,4970,18331,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_027_,50,120,3664,11498,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_028,9,150,4147,14665,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_030,40,120,3498,8332,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_034,1,420,21650,61493,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_044,30,90,2859,9499,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_048,49,300,3694,21497,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_049,39,120,3046,8166,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_051,51,-120,3856,10665,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2001,25,270,3129,18331,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2002,22,90,3299,9332,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2004,12,150,3937,14998,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2006,24,150,4816,13499,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2008,31,360,2771,24164,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2009,16,150,5044,13665,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2010,63,-60,4501,12332,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2013,2,-30,7418,46994,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2015,4,390,4210,26664,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2016,33,0,4167,21497,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2017,42,180,3356,19164,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2018,23,150,4528,13831,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2019,37,-150,3763,14165,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2020,14,210,3786,17831,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2021,29,420,2531,28830,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2022,45,420,4300,29997,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2023,58,-120,3237,8832,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2024,21,420,2724,26496,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2025,28,420,2881,26997,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2026,26,0,5098,6333,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2029,60,210,2769,13165,,,2.5,2.666666667
47c4dbc8,3,2,2,29,2,16,2,Video_Fractal_2030,57,0,5441,17331,,,2.5,2.666666667
bdfe2f9e,4,2,1,30,5,16,2,Video_1002,19,60,42205,55992,1,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1003,23,120,4889,19998,1,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1005,5,-30,21762,30996,0,0,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1010,1,120,11091,69325,1,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1011,22,30,11406,16664,0,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1015,41,30,7017,12165,0,0,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1019,21,90,3937,18831,0,2,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1021,48,30,10695,27163,1,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1023,39,30,19914,29996,0,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1026,14,-90,9737,43828,0,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1029,46,30,9421,22830,1,0,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1031,45,60,7101,21997,0,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1032,10,90,5514,26163,0,0,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1033,34,30,22136,29329,0,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1038,58,-90,7809,32829,0,0,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1043,33,30,19442,33329,1,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1045,18,-60,7399,17331,0,0,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1046,15,150,6643,54827,1,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1047,31,0,17090,33162,1,0,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1052,64,0,11703,34496,1,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1053,42,120,4079,15498,1,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1060,54,30,13868,26664,1,0,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1068,28,60,3780,12831,0,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1069,56,0,16191,39994,0,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1073,29,120,3069,18331,1,0,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1074,20,180,29921,50660,1,0,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1076,49,-60,6288,13665,1,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1078,27,0,14953,23996,1,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1079,36,60,14122,19665,1,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1080,57,60,7885,20164,0,0,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1082,6,210,17854,56326,1,1,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_1085,24,90,4212,15498,0,2,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_007,51,0,6084,23163,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_025,3,60,4476,10999,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_027_,43,30,13596,23498,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_028,25,0,10150,57160,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_030,13,60,4871,9332,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_034,30,30,15129,19664,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_044,11,0,14388,69492,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_048,17,-60,3369,9832,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_049,12,30,13013,19998,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_051,32,-60,10949,18831,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2001,61,30,7268,14665,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2002,40,0,15566,35829,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2004,2,0,14430,34495,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2006,53,-30,6844,12998,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2008,4,0,7221,28996,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2009,35,-30,10936,15831,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2010,50,-90,4149,20331,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2013,60,0,7901,44827,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2015,38,-30,4307,9499,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2016,63,0,4339,19331,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2017,47,60,6030,12332,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2018,55,30,11448,17331,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2019,44,60,3956,9665,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2020,9,0,6692,52493,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2021,7,60,10097,16831,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2022,16,0,12446,29163,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2023,52,60,15713,23664,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2024,62,0,5744,23497,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2025,59,0,7192,17165,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2026,26,0,12334,170479,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2029,37,30,19507,26163,,,3.25,3.333333333
bdfe2f9e,4,2,1,30,5,16,2,Video_Fractal_2030,8,0,20071,39662,,,3.25,3.333333333
0e80627b,4,2,1,22,2,12,2,Video_1002,7,420,300,27193,1,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1003,50,270,3270,23594,1,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1005,60,300,4522,25193,0,0,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1010,58,60,4411,10197,1,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1011,35,90,14402,18996,0,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1015,33,90,3564,11197,0,0,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1019,64,120,3719,11197,0,2,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1021,27,420,7390,31992,1,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1023,6,390,3167,26194,0,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1026,41,0,4970,16796,0,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1029,21,420,2955,28793,1,0,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1031,20,90,2595,9197,0,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1032,11,120,4106,16396,0,0,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1033,36,60,3891,10797,0,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1038,23,270,1913,16596,0,0,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1043,46,30,12281,17996,1,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1045,39,-30,3272,7398,0,0,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1046,52,210,6408,26994,1,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1047,12,420,4269,32392,1,0,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1052,24,240,5884,19595,1,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1053,53,90,3940,10397,1,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1060,1,180,25068,96776,1,0,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1068,13,150,4524,16996,0,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1069,3,330,2762,21994,0,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1073,59,60,6281,16596,1,0,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1074,40,60,3480,7398,1,0,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1076,62,-90,7922,23394,1,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1078,15,240,4279,22994,1,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1079,17,120,4333,14996,1,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1080,22,120,4048,27793,0,0,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1082,16,150,4233,14397,1,1,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_1085,37,0,2801,2999,0,2,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_Fractal_007,18,420,2215,28193,,,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_Fractal_025,29,420,3353,26393,,,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_Fractal_027_,63,360,3175,26593,,,3.625,4.333333333
0e80627b,4,2,1,22,2,12,2,Video_Fractal_028,8,420,876,24994,,,3.625,4.333333333
